NU_ANO_CENSO;SG_UF;NO_MUNICIPIO;TP_DEPENDENCIA;QT_MAT_BAS;QT_DOC_BAS;IN_AGUA_FILTRADA;IN_BIBLIOTECA;IN_INTERNET;COLUNA_OBSOLETA
2023;MG;Porto Alegre;2;514;;1;0;0;
2023;MG;Campinas;2;;81;0;0;1;
2023;PE;São Paulo;3;59;45;1;1;1;
2023;PE;São Paulo;2;325;42;1;1;1;
2023;RJ;São Paulo;1;;17;0;0;1;
2023;SP;Recife;3;;84;1;1;1;
2023;BA;Campinas;3;;36;1;0;1;
2023;RJ;Rio de Janeiro;2;1215;86;0;1;1;
2023;MG;Salvador;4;201;41;1;1;0;
2023;RS;Salvador;4;973;49;1;0;0;
2023;CE;São Paulo;3;1474;;1;1;1;
2023;SP;Belo Horizonte;3;841;63;1;1;0;
2023;MG;Belo Horizonte;3;192;6;0;1;1;
2023;RS;Recife;2;1423;86;1;1;1;
2023;MG;Rio de Janeiro;2;;60;1;1;0;
2023;CE;Belo Horizonte;2;314;109;1;0;1;
2023;SP;Campinas;2;579;66;1;1;1;
2023;MG;Belo Horizonte;2;834;;1;0;1;
2023;PE;Porto Alegre;3;;33;0;1;1;
2023;SP;Belo Horizonte;4;;45;1;;1;
2023;PE;Porto Alegre;3;97;75;1;;1;
2023;CE;Salvador;1;;;1;0;1;
2023;RJ;São Paulo;4;1381;30;1;1;0;
2023;BA;Recife;2;342;;1;1;1;
2023;MG;São Paulo;3;220;40;1;1;0;
2023;PE;Campinas;2;465;83;1;0;0;
2023;MG;Campinas;3;62;;1;1;0;
2023;SP;Salvador;1;400;72;1;1;1;
2023;MG;Porto Alegre;1;;89;0;1;0;
2023;CE;São Paulo;3;214;110;1;0;0;
2023;PE;Salvador;2;;;1;1;1;
2023;PE;Campinas;2;;65;0;1;1;
2023;SP;Belo Horizonte;2;;;1;1;1;
2023;CE;Porto Alegre;2;1482;66;1;1;0;
2023;PE;Belo Horizonte;1;821;37;1;1;1;
2023;MG;Porto Alegre;4;713;;1;0;1;
2023;PE;Salvador;3;;48;1;0;0;
2023;RJ;Porto Alegre;2;;92;1;1;1;
2023;PE;Salvador;4;1095;118;1;1;0;
2023;MG;Porto Alegre;3;682;;1;;0;
2023;MG;São Paulo;2;;64;1;0;0;
2023;SP;Rio de Janeiro;1;1117;17;1;1;1;
2023;MG;São Paulo;2;123;99;1;0;1;
2023;BA;Belo Horizonte;3;;9;1;1;0;
2023;RS;Belo Horizonte;1;;26;0;1;1;
2023;BA;Salvador;4;998;;1;0;1;
2023;BA;Recife;2;;8;1;1;1;
2023;SP;Salvador;2;56;106;1;0;1;
2023;PE;Belo Horizonte;3;978;113;0;1;1;
2023;PE;Recife;2;1329;14;1;1;0;
2023;BA;Recife;3;1081;16;0;1;0;
2023;MG;Rio de Janeiro;2;620;69;1;1;1;
2023;SP;Belo Horizonte;2;;68;1;1;1;
2023;CE;Belo Horizonte;4;1408;;0;1;0;
2023;RS;Salvador;4;83;58;1;1;1;
2023;PE;Recife;4;162;111;1;1;1;
2023;SP;Belo Horizonte;3;1031;20;1;1;1;
2023;RJ;Salvador;2;896;55;1;0;1;
2023;SP;Campinas;3;857;71;1;1;1;
2023;MG;Salvador;2;;;1;0;1;
2023;MG;Campinas;2;403;103;1;0;1;
2023;RS;Salvador;3;303;116;1;1;1;
2023;MG;Porto Alegre;4;274;35;1;1;0;
2023;MG;Belo Horizonte;2;515;;1;0;1;
2023;PE;Salvador;3;;;0;1;1;
2023;MG;Porto Alegre;2;;107;1;0;1;
2023;RJ;Belo Horizonte;3;695;45;1;1;1;
2023;BA;Belo Horizonte;3;;88;1;1;0;
2023;SP;Campinas;1;;76;1;0;1;
2023;RJ;São Paulo;2;1466;5;1;1;1;
2023;BA;Rio de Janeiro;2;984;8633;0;0;1;
2023;RS;Belo Horizonte;4;690;56;1;1;0;
2023;RS;Belo Horizonte;4;454;11;0;1;1;
2023;CE;Rio de Janeiro;3;725;119;0;0;1;
2023;MG;São Paulo;2;810;69;1;0;1;
2023;CE;Rio de Janeiro;4;;66;1;0;1;
2023;PE;São Paulo;4;190;82;1;0;1;
2023;MG;Salvador;2;304;71;1;1;1;
2023;RJ;Porto Alegre;2;;;0;1;1;
2023;RJ;Rio de Janeiro;2;1046;106;1;0;0;
2023;PE;Rio de Janeiro;3;;55;1;0;1;
2023;CE;Recife;3;1499;10;1;1;1;
2023;BA;Porto Alegre;2;346;53;1;1;0;
2023;RS;Campinas;3;665;;1;1;0;
2023;RJ;Campinas;3;332;23;1;1;0;
2023;PE;Campinas;4;;57;1;1;1;
2023;MG;Campinas;2;72;60;1;1;1;
2023;MG;Campinas;3;;94;1;1;0;
2023;MG;Porto Alegre;2;;24;0;1;1;
2023;BA;Campinas;2;280;64;1;1;1;
2023;MG;Belo Horizonte;2;337;73;1;0;1;
2023;CE;Recife;1;;73;1;1;1;
2023;SP;Campinas;2;471;5;1;1;1;
2023;SP;Recife;4;;90;0;0;1;
2023;SP;Campinas;2;1312;;1;0;1;
2023;CE;Porto Alegre;1;;50;1;0;1;
2023;PE;Salvador;4;1196;67;1;1;1;
2023;BA;Belo Horizonte;3;751;57;1;1;1;
2023;MG;São Paulo;2;1321;110;1;1;1;
2023;RS;Belo Horizonte;2;1375;19;1;1;1;
2023;BA;Campinas;1;1261;116;1;0;0;
2023;PE;Rio de Janeiro;1;;16;1;0;0;
2023;MG;São Paulo;3;;61;1;1;1;
2023;SP;São Paulo;1;;41;1;1;1;
2023;RJ;Recife;4;450;101;1;0;1;
2023;CE;São Paulo;2;1361;58;1;1;0;
2023;RS;Recife;3;1058;64;0;1;1;
2023;BA;Recife;3;611;47;1;0;0;
2023;MG;Porto Alegre;4;;88;1;1;1;
2023;CE;Rio de Janeiro;1;1371;71;1;1;1;
2023;CE;Salvador;2;295;;1;1;1;
2023;CE;Belo Horizonte;3;705;113;1;1;1;
2023;RS;Porto Alegre;4;343;82;1;1;0;
2023;RJ;Campinas;2;483;30;1;0;1;
2023;MG;Recife;2;645;68;0;1;1;
2023;RJ;Recife;3;257;99;1;1;1;
2023;MG;São Paulo;2;;7;1;0;1;
2023;RJ;Rio de Janeiro;4;412;22;1;0;1;
2023;MG;Recife;2;892;12;1;1;0;
2023;RJ;Salvador;3;1155;;1;1;0;
2023;MG;Campinas;3;241;20;0;0;1;
2023;MG;São Paulo;3;;102;1;0;0;
2023;PE;Campinas;4;713;11;1;1;1;
2023;RS;Belo Horizonte;2;;95;1;1;1;
2023;CE;Porto Alegre;4;;118;1;1;1;
2023;PE;Campinas;2;562;;1;1;0;
2023;MG;Porto Alegre;2;1239;;1;1;1;
2023;SP;Porto Alegre;4;514;31;1;0;1;
2023;SP;Rio de Janeiro;1;1422;53;1;;1;
2023;PE;Campinas;2;1169;71;1;0;1;
2023;CE;Rio de Janeiro;2;;;1;0;1;
2023;CE;Belo Horizonte;2;390;95;1;1;1;
2023;CE;Recife;2;;22;0;1;1;
2023;RS;Salvador;2;1367;;1;0;0;
2023;RJ;Porto Alegre;4;974;52;1;1;1;
2023;PE;Porto Alegre;4;1338;21;1;1;1;
2023;RS;Salvador;2;;15;1;0;0;
2023;CE;Salvador;4;;;1;0;1;
2023;BA;Campinas;3;;51;1;1;1;
2023;MG;Recife;1;732;97;1;0;0;
2023;PE;Belo Horizonte;3;268;;0;1;0;
2023;BA;Recife;2;124;113;1;1;1;
2023;CE;Recife;3;;12;1;1;1;
2023;PE;Rio de Janeiro;3;656;;1;0;1;
2023;BA;Salvador;3;343;113;1;0;1;
2023;RJ;Rio de Janeiro;3;1135;112;1;1;1;
2023;PE;Recife;2;900;76;0;;1;
2023;RJ;Recife;2;;46;0;0;0;
2023;RJ;Rio de Janeiro;1;1151;49;1;1;1;
2023;BA;Rio de Janeiro;4;1270;53;1;1;1;
2023;RS;Rio de Janeiro;3;116;20;1;0;0;
2023;SP;Rio de Janeiro;2;1343;26;1;1;0;
2023;CE;Recife;2;289;55;1;0;0;
2023;SP;Recife;2;;68;1;0;1;
2023;MG;Recife;3;1266;47;1;0;0;
2023;BA;Recife;1;173;39;0;1;1;
2023;SP;Belo Horizonte;2;449;89;0;0;0;
2023;BA;Porto Alegre;4;121;91;1;0;0;
2023;BA;Rio de Janeiro;4;;78;1;1;1;
2023;RS;São Paulo;3;1274;;1;;0;
2023;MG;Porto Alegre;3;726;117;1;1;1;
2023;RS;Salvador;2;739;34;0;0;0;
2023;CE;Rio de Janeiro;3;1374;46;0;1;1;
2023;CE;Salvador;2;;78;1;1;1;
2023;RJ;Salvador;3;568;52;1;1;1;
2023;SP;Rio de Janeiro;2;55;53;1;1;0;
2023;CE;Porto Alegre;3;266;69;1;1;1;
2023;MG;Porto Alegre;3;375;117;0;1;0;
2023;CE;Salvador;3;387;7;1;1;1;
2023;BA;Rio de Janeiro;2;892;84;1;0;1;
2023;PE;Campinas;3;;;0;1;1;
2023;PE;Recife;2;;98;1;0;1;
2023;CE;Recife;1;1210;;0;1;0;
2023;MG;Belo Horizonte;2;1044;36;1;1;1;
2023;CE;Campinas;3;;100;1;1;1;
2023;RJ;Campinas;1;780;117;1;0;1;
2023;RS;Campinas;2;190;49;1;1;1;
2023;SP;Porto Alegre;2;265;5;0;;1;
2023;PE;São Paulo;2;;30;1;1;0;
2023;RS;Belo Horizonte;2;345;44;1;0;1;
2023;MG;São Paulo;2;646;32;1;1;0;
2023;RS;Campinas;1;1042;113;1;1;0;
2023;BA;Porto Alegre;3;;;1;0;0;
2023;MG;Campinas;2;362;49;1;0;1;
2023;MG;São Paulo;2;872;17;1;1;0;
2023;SP;Belo Horizonte;2;768;67;1;0;1;
2023;RS;Belo Horizonte;2;832;102;0;1;1;
2023;MG;Recife;3;168;118;1;0;1;
2023;RJ;Belo Horizonte;4;1077;67;1;0;1;
2023;CE;Recife;3;1441;55;1;1;1;
2023;RJ;Belo Horizonte;2;738;73;1;0;0;
2023;CE;Rio de Janeiro;1;;23;0;1;1;
2023;CE;Porto Alegre;4;620;35;1;1;0;
2023;MG;Belo Horizonte;4;1265;106;1;1;1;
2023;SP;Belo Horizonte;4;1081;59;1;1;0;
2023;RS;Salvador;3;347;32;1;1;1;
2023;SP;São Paulo;4;280;29;1;0;1;
2023;RS;Campinas;2;699;78;0;0;1;
2023;SP;Campinas;2;1164;89;1;0;1;
2023;SP;Porto Alegre;2;559;12;1;1;1;
2023;CE;Salvador;4;1210;;0;1;0;
2023;RJ;São Paulo;2;;32;1;0;1;
2023;CE;Rio de Janeiro;1;;7;0;1;0;
2023;RS;Campinas;4;1177;90;1;1;0;
2023;BA;Salvador;2;;82;1;;1;
2023;PE;São Paulo;4;616;;1;1;1;
2023;RS;Campinas;3;1089;69;1;0;0;
2023;RJ;Porto Alegre;2;;;1;0;1;
2023;RJ;Porto Alegre;1;850;13;1;1;1;
2023;RJ;Campinas;4;895;;1;0;1;
2023;PE;Porto Alegre;4;703;8571;1;0;1;
2023;RS;Rio de Janeiro;3;141;79;1;0;1;
2023;MG;Porto Alegre;2;591;;1;0;1;
2023;SP;Belo Horizonte;4;;71;1;0;1;
2023;RJ;São Paulo;2;956;69;0;0;1;
2023;BA;Rio de Janeiro;2;403;119;1;0;0;
2023;RS;Salvador;1;522;;1;1;0;
2023;PE;Salvador;3;;;1;1;1;
2023;PE;Salvador;3;478;54;1;1;0;
2023;PE;Porto Alegre;2;1116;39;1;0;0;
2023;MG;Campinas;3;;18;1;1;1;
2023;MG;Recife;1;412;49;1;0;1;
2023;RS;Salvador;4;717;5219;1;1;0;
2023;RS;Salvador;4;936;22;1;0;1;
2023;PE;Salvador;2;;70;1;1;1;
2023;RJ;Salvador;3;689;89;1;1;0;
2023;RJ;Campinas;3;;14;1;0;1;
2023;RS;Rio de Janeiro;2;527;64;0;0;1;
2023;CE;Recife;4;1406;;1;1;1;
2023;MG;Salvador;3;1356;41;1;0;1;
2023;SP;Campinas;2;489;46;1;1;1;
2023;CE;Campinas;1;;68;1;1;1;
2023;BA;Salvador;4;1454;31;1;1;0;
2023;SP;Campinas;1;417;9;1;1;0;
2023;RS;Rio de Janeiro;2;74;101;1;1;1;
2023;RJ;São Paulo;2;318;;1;1;1;
2023;RJ;Campinas;2;;70;0;1;1;
2023;CE;Rio de Janeiro;4;213;12;1;;0;
2023;PE;Campinas;4;;33;1;1;1;
2023;SP;Belo Horizonte;4;655;67;1;1;1;
2023;RJ;Porto Alegre;2;793;86;1;0;1;
2023;PE;Porto Alegre;1;66;74;0;1;1;
2023;MG;Recife;1;1058;49;1;0;1;
2023;RJ;Belo Horizonte;4;;118;1;1;0;
2023;MG;Recife;2;151;90;1;0;0;
2023;SP;Campinas;3;1386;80;1;1;1;
2023;RS;Porto Alegre;2;680;;1;1;1;
2023;RJ;Porto Alegre;2;752;76;1;1;1;
2023;RJ;Recife;4;;45;1;1;1;
2023;RJ;Recife;1;;74;1;1;0;
2023;SP;Porto Alegre;2;;76;1;0;1;
2023;BA;Recife;1;;71;1;0;1;
2023;SP;São Paulo;3;1440;93;1;0;1;
2023;BA;São Paulo;3;283;;1;1;0;
2023;RS;Campinas;3;;19;0;1;0;
2023;RS;Campinas;1;787;56;1;0;1;
2023;PE;Rio de Janeiro;2;995;42;0;1;1;
2023;RS;Rio de Janeiro;3;1392;79;1;0;1;
2023;MG;São Paulo;3;306;118;1;0;0;
2023;PE;Campinas;4;1204;39;1;1;0;
2023;RS;Salvador;4;625;110;0;1;1;
2023;CE;Porto Alegre;4;1386;117;1;0;0;
2023;PE;Recife;3;752;99;1;0;1;
2023;CE;Campinas;3;508;105;1;0;1;
2023;MG;São Paulo;2;;;0;1;1;
2023;CE;Recife;2;1154;25;1;1;0;
2023;RS;Porto Alegre;3;1080;73;0;1;1;
2023;RJ;Belo Horizonte;3;120;7;1;1;1;
2023;CE;Recife;3;;108;1;0;1;
2023;SP;São Paulo;1;732;51;1;1;1;
2023;SP;Recife;2;1342;112;0;1;0;
2023;RS;Belo Horizonte;3;633;69;1;1;1;
2023;RS;Salvador;3;819;35;0;0;0;
2023;BA;São Paulo;2;144;104;1;1;1;
2023;MG;Porto Alegre;4;661;45;1;0;1;
2023;SP;Belo Horizonte;1;796;72;1;0;0;
2023;RS;Campinas;2;845;63;1;1;1;
2023;SP;Rio de Janeiro;2;294;;0;1;1;
2023;CE;São Paulo;3;1144;56;1;1;0;
2023;PE;Porto Alegre;2;1337;6;1;;0;
2023;MG;Rio de Janeiro;2;;10;1;1;1;
2023;RS;Rio de Janeiro;3;231;;1;1;0;
2023;MG;Porto Alegre;3;844;80;1;1;1;
2023;SP;Salvador;2;53;109;1;0;1;
2023;BA;Rio de Janeiro;1;230;18;1;1;0;
2023;RJ;Campinas;2;;113;1;1;1;
2023;MG;Campinas;2;204;106;1;1;1;
2023;MG;Salvador;4;;83;1;0;1;
2023;CE;Salvador;2;399;11;1;0;0;
2023;MG;Campinas;3;1097;15;0;;1;
2023;RJ;Salvador;2;;19;1;1;0;
2023;RS;Rio de Janeiro;3;1058;30;1;1;1;
2023;MG;Salvador;1;93;;1;1;0;
2023;CE;São Paulo;4;696;107;1;0;1;
2023;CE;Belo Horizonte;2;660;32;0;1;1;
2023;RS;Recife;2;;111;1;1;1;
2023;CE;Belo Horizonte;2;613;105;1;0;0;
2023;RJ;Campinas;2;;24;1;0;1;
2023;PE;São Paulo;4;230;99;0;0;1;
2023;RJ;Salvador;2;537;19;1;0;1;
2023;MG;São Paulo;3;616;82;1;0;1;
2023;MG;Campinas;2;;;1;0;1;
2023;CE;Rio de Janeiro;2;964;40;1;0;0;
2023;BA;Porto Alegre;4;800;;0;0;1;
2023;SP;Belo Horizonte;1;1246;33;0;0;1;
2023;PE;Rio de Janeiro;2;;27;1;1;1;
2023;BA;Salvador;2;;26;1;1;1;
2023;MG;Rio de Janeiro;1;1060;25;1;1;0;
2023;RS;Rio de Janeiro;2;918;50;1;1;1;
2023;RS;São Paulo;3;893;30;1;1;1;
2023;CE;Campinas;4;66;94;1;0;1;
2023;BA;Salvador;2;1192;52;0;0;1;
2023;RJ;Campinas;2;1085;7;1;1;1;
2023;MG;Recife;1;678;15;1;0;1;
2023;RJ;Recife;2;;5;1;0;1;
2023;SP;Recife;3;391;50;1;;1;
2023;RS;Rio de Janeiro;2;;9;1;1;1;
2023;RS;Rio de Janeiro;2;1180;64;1;0;1;
2023;CE;Salvador;2;1172;66;1;1;0;
2023;CE;Porto Alegre;2;;49;1;;1;
2023;MG;Porto Alegre;2;277;107;1;;1;
2023;SP;São Paulo;2;398;51;1;0;1;
2023;SP;Rio de Janeiro;2;58;11;1;1;0;
2023;BA;Rio de Janeiro;2;;49;1;1;1;
2023;CE;Rio de Janeiro;2;1429;63;1;0;1;
2023;CE;Campinas;2;1449;;0;0;0;
2023;MG;São Paulo;3;1283;8;1;1;1;
2023;RJ;Belo Horizonte;1;402;43;1;0;1;
2023;RJ;São Paulo;2;;71;0;1;1;
2023;MG;Campinas;2;;91;0;0;1;
2023;PE;Recife;3;183;;1;1;1;
2023;RJ;Belo Horizonte;3;610;40;0;1;1;
2023;RS;Recife;1;885;43;1;1;0;
2023;PE;São Paulo;3;443;90;1;1;1;
2023;RJ;São Paulo;1;177;;1;0;1;
2023;RJ;Salvador;3;998;95;1;0;0;
2023;CE;Belo Horizonte;4;1370;103;1;1;0;
2023;RJ;São Paulo;1;1059;83;1;0;0;
2023;RJ;Salvador;3;1353;56;0;0;0;
2023;PE;Campinas;2;989;69;1;1;1;
2023;PE;Salvador;2;1422;112;0;1;1;
2023;RJ;Campinas;1;56;91;1;1;1;
2023;BA;São Paulo;2;518;116;0;1;1;
2023;RS;Belo Horizonte;3;;74;1;1;1;
2023;RJ;Belo Horizonte;2;377;;1;0;1;
2023;BA;Porto Alegre;3;92;30;1;1;1;
2023;BA;Porto Alegre;2;;41;0;1;1;
2023;PE;Belo Horizonte;2;368;94;1;1;0;
2023;PE;São Paulo;4;;78;1;1;1;
2023;BA;São Paulo;2;;24;1;1;0;
2023;RJ;Campinas;3;723;36;1;1;1;
2023;MG;Campinas;2;1045;18;1;1;1;
2023;BA;Campinas;3;441;62;1;1;0;
2023;RJ;Salvador;3;941;47;1;0;1;
2023;SP;Recife;3;1235;18;1;1;1;
2023;PE;Campinas;3;512;;1;1;0;
2023;CE;Belo Horizonte;3;941;85;1;0;0;
2023;SP;Recife;4;;96;0;0;1;
2023;RS;Recife;2;326;;0;1;0;
2023;MG;São Paulo;4;84;46;1;1;1;
2023;CE;Campinas;4;525;80;0;1;1;
2023;RJ;Rio de Janeiro;3;339;87;0;1;1;
2023;MG;Belo Horizonte;2;;35;1;1;1;
2023;BA;Campinas;3;136;116;1;0;1;
2023;RJ;Rio de Janeiro;3;;8;1;1;0;
2023;CE;Campinas;1;971;87;1;;0;
2023;MG;Rio de Janeiro;1;1310;;0;0;1;
2023;RJ;Recife;1;957;17;0;1;1;
2023;MG;Belo Horizonte;3;457;102;0;0;0;
2023;PE;Porto Alegre;4;1324;52;0;0;1;
2023;RJ;Belo Horizonte;2;237;68;1;1;1;
2023;MG;São Paulo;3;476;78;1;1;0;
2023;MG;Porto Alegre;3;;9;1;;1;
2023;CE;Recife;2;;;1;0;1;
2023;RJ;Rio de Janeiro;4;253;58;0;1;1;
2023;PE;Salvador;3;179;43;1;1;1;
2023;PE;Recife;3;1310;118;1;1;1;
2023;MG;Porto Alegre;3;1333;68;1;0;0;
2023;PE;Recife;3;;57;0;1;1;
2023;RJ;Campinas;2;866;23;1;1;1;
2023;MG;Campinas;2;427;;1;1;1;
2023;SP;Recife;3;167;30;0;1;0;
2023;BA;Salvador;2;;49;0;0;1;
2023;PE;Campinas;2;626;91;1;1;1;
2023;RJ;Belo Horizonte;3;;107;1;1;0;
2023;RS;Salvador;3;1287;92;1;1;1;
2023;SP;Salvador;2;360;35;1;1;0;
2023;CE;Recife;4;519;11;0;0;1;
2023;RJ;Rio de Janeiro;4;476;19;1;1;0;
2023;SP;Porto Alegre;4;1266;75;1;1;0;
2023;PE;Salvador;3;1066;;1;0;0;
2023;CE;Recife;2;203;32;1;0;0;
2023;MG;Campinas;3;;119;1;0;1;
2023;SP;Rio de Janeiro;3;610;;1;1;1;
2023;MG;Salvador;4;603;114;1;1;1;
2023;BA;Belo Horizonte;2;1227;28;0;1;0;
2023;CE;Porto Alegre;3;;14;1;1;0;
2023;CE;Campinas;3;1136;42;0;1;1;
2023;RS;Recife;4;;68;1;0;1;
2023;CE;Recife;1;;33;1;0;1;
2023;RS;Salvador;4;1095;9;1;0;1;
2023;RJ;Campinas;4;;27;1;0;1;
2023;SP;Salvador;1;387;;1;1;1;
2023;SP;Recife;2;1220;46;1;1;0;
2023;CE;Recife;2;;10;0;1;0;
2023;SP;Porto Alegre;3;670;51;1;1;1;
2023;BA;Porto Alegre;2;;14;1;1;1;
2023;CE;Recife;2;276;;1;1;0;
2023;RJ;Belo Horizonte;4;;11;1;1;1;
2023;BA;Belo Horizonte;2;;78;1;1;1;
2023;PE;São Paulo;2;701;7;1;1;1;
2023;PE;São Paulo;3;1487;64;1;1;1;
2023;BA;Porto Alegre;2;432;82;0;1;1;
2023;BA;Porto Alegre;2;;5;1;0;0;
2023;SP;Salvador;2;;;1;0;1;
2023;PE;Campinas;3;1157;23;1;0;0;
2023;BA;Belo Horizonte;2;1092;37;1;1;1;
2023;RS;Porto Alegre;3;324;;1;0;1;
2023;SP;Rio de Janeiro;2;862;11;1;0;1;
2023;PE;Belo Horizonte;3;867;83;1;0;0;
2023;BA;Belo Horizonte;3;684;62;1;1;1;
2023;RJ;Campinas;3;1221;62;0;0;1;
2023;PE;São Paulo;4;1130;112;1;1;1;
2023;CE;Belo Horizonte;3;140;71;1;1;1;
2023;SP;Porto Alegre;3;656;27;1;0;1;
2023;SP;Campinas;2;910;17;0;;1;
2023;RS;Porto Alegre;3;;;0;0;1;
2023;BA;Rio de Janeiro;1;843;88;0;0;1;
2023;CE;Salvador;3;1234;53;1;0;1;
2023;MG;Recife;3;1456;52;0;1;0;
2023;RS;Belo Horizonte;2;;18;0;0;1;
2023;PE;Campinas;3;783;32;1;0;0;
2023;RS;Rio de Janeiro;1;863;;0;1;1;
2023;MG;Campinas;4;965;104;1;1;1;
2023;PE;Rio de Janeiro;2;394;15;1;0;0;
2023;SP;São Paulo;2;424;99;1;0;0;
2023;MG;São Paulo;2;;115;1;0;1;
2023;RS;Recife;3;124;112;0;1;1;
2023;CE;Recife;2;;38;1;0;1;
2023;RJ;Porto Alegre;3;974;91;1;1;1;
2023;RS;São Paulo;3;543;31;0;1;1;
2023;BA;Belo Horizonte;1;60;46;0;1;1;
2023;SP;Belo Horizonte;1;;;1;0;1;
2023;RJ;Campinas;2;396;34;1;0;1;
2023;RS;Campinas;2;130;97;1;0;1;
2023;RS;São Paulo;2;208;89;1;0;1;
2023;PE;Rio de Janeiro;4;214;31;1;1;1;
2023;RJ;Salvador;2;;19;0;1;0;
2023;BA;Belo Horizonte;3;;7;0;1;0;
2023;MG;São Paulo;3;273;89;1;0;1;
2023;CE;São Paulo;3;;33;1;0;1;
2023;RS;Rio de Janeiro;3;350;34;1;1;1;
2023;BA;Campinas;3;79;15;0;0;1;
2023;MG;Belo Horizonte;2;870;56;1;0;0;
2023;RJ;Porto Alegre;4;311;;1;1;1;
2023;PE;Belo Horizonte;2;650;54;1;1;1;
2023;RJ;Recife;3;411;115;0;1;1;
2023;MG;Campinas;2;308;;1;1;0;
2023;RJ;Salvador;2;;11;1;1;1;
2023;RS;Rio de Janeiro;2;58;90;1;0;1;
2023;SP;Campinas;3;;42;0;1;0;
2023;RJ;São Paulo;2;;87;0;1;1;
2023;RJ;Porto Alegre;2;;25;0;0;0;
2023;MG;Rio de Janeiro;2;188;;1;1;0;
2023;MG;São Paulo;4;;104;1;0;1;
2023;MG;Salvador;2;;115;0;1;1;
2023;RS;Salvador;2;799;106;1;1;1;
2023;MG;Salvador;3;828;16;1;1;0;
2023;RJ;São Paulo;4;74;26;1;0;1;
2023;RS;Campinas;2;1081;98;1;1;1;
2023;PE;Salvador;3;958;;1;;0;
2023;SP;Salvador;4;791;;1;1;1;
2023;RS;Recife;4;;19;1;0;1;
2023;BA;Rio de Janeiro;3;;11;1;0;1;
2023;BA;Salvador;2;50;42;1;1;0;
2023;BA;Salvador;1;1119;65;1;0;0;
2023;MG;São Paulo;2;555;115;1;0;1;
2023;CE;Belo Horizonte;4;614;34;0;1;1;
2023;SP;Campinas;3;885;72;1;1;1;
2023;MG;São Paulo;2;;37;1;1;1;
2023;CE;Campinas;2;1160;;1;1;1;
2023;MG;Campinas;2;;83;1;0;0;
2023;RS;Recife;2;441;116;1;1;1;
2023;PE;Porto Alegre;2;;;0;;0;
2023;MG;Salvador;2;;79;1;0;1;
2023;MG;Salvador;1;1016;115;1;1;0;
2023;RJ;São Paulo;4;1162;53;1;;0;
2023;SP;São Paulo;3;1202;84;1;0;1;
2023;CE;Campinas;3;952;77;1;1;0;
2023;RS;Rio de Janeiro;2;1419;10;1;1;0;
2023;RJ;Belo Horizonte;4;1249;76;1;1;0;
2023;CE;Porto Alegre;2;;;1;0;0;
2023;CE;Porto Alegre;2;1491;119;1;1;1;
2023;RS;Recife;2;570;11;1;;0;
2023;CE;Belo Horizonte;2;1120;;0;0;1;
2023;BA;Salvador;3;732;68;1;0;0;
2023;MG;Salvador;2;1306;82;1;1;1;
2023;PE;Rio de Janeiro;4;579;81;1;0;1;
2023;MG;Campinas;2;1110;21;1;0;1;
2023;BA;Salvador;4;107;25;1;1;1;
2023;PE;Salvador;3;;89;1;1;1;
2023;MG;Recife;2;508;60;1;0;0;
2023;RJ;Campinas;2;731;65;1;1;0;
2023;RJ;Rio de Janeiro;4;414;;1;0;1;
2023;MG;São Paulo;2;144;;1;1;0;
2023;PE;Campinas;2;;118;1;1;1;
2023;SP;Belo Horizonte;4;772;109;1;1;1;
2023;BA;Rio de Janeiro;3;;97;1;;1;
2023;CE;Belo Horizonte;3;1033;91;1;0;1;
2023;CE;Salvador;4;759;81;1;0;1;
2023;RS;Campinas;1;1041;27;1;1;1;
2023;RJ;Recife;2;1433;;1;1;0;
2023;RJ;Campinas;3;1307;23;1;0;1;
2023;CE;Rio de Janeiro;2;956;;1;1;1;
2023;SP;Recife;2;709;76;1;1;0;
2023;CE;Recife;4;1171;74;1;0;0;
2023;MG;Salvador;4;1346;71;1;;1;
2023;CE;Rio de Janeiro;3;186;95;0;1;0;
2023;PE;Salvador;2;1462;115;1;1;1;
2023;RS;Campinas;3;;;0;1;1;
2023;RS;São Paulo;1;930;67;1;;1;
2023;RJ;São Paulo;3;;83;1;0;1;
2023;RJ;Recife;2;789;100;1;1;1;
2023;BA;Rio de Janeiro;2;;88;1;1;0;
2023;CE;Recife;3;1411;119;1;0;0;
2023;CE;São Paulo;1;145;;1;0;1;
2023;RJ;Belo Horizonte;4;99;37;1;1;0;
2023;RS;Recife;4;;117;0;0;0;
2023;MG;Salvador;2;;58;1;;1;
2023;RS;Salvador;3;;61;1;1;1;
2023;PE;Salvador;3;804;110;1;1;0;
2023;MG;Salvador;3;77;116;1;1;1;
2023;MG;Salvador;1;1358;11;0;0;1;
2023;RJ;Campinas;1;720;11;1;0;1;
2023;BA;Belo Horizonte;4;;46;0;1;1;
2023;RS;Campinas;3;;70;1;0;1;
2023;SP;Recife;1;533;5;1;1;1;
2023;SP;Salvador;1;;104;1;1;1;
2023;PE;Recife;3;880;93;1;1;1;
2023;RJ;Campinas;2;1129;66;0;1;1;
2023;PE;São Paulo;2;720;106;1;;1;
2023;RS;Campinas;1;1248;;1;1;0;
2023;RJ;São Paulo;3;;;1;1;1;
2023;RS;Salvador;3;166;;0;1;1;
2023;PE;Recife;3;;59;1;1;0;
